Beneficiary_ID,Name,Age,Gender,Mobile,Aadhaar,State,District,Village,Occupation,Monthly_Income,Annual_Income,Family_Size,BPL_Status,Ration_Card,Disability,Chronic_Disease,PMJAY_Registered,Eligible,Latitude,Longitude
BEN02224,Utkarsh Ratti,71,Male,8913205400,430310087754,Uttar Pradesh,Prayagraj,Thanjavur,Homemaker,66014,792168,5,No,None,No,No,No,No,13.973724,92.664138
BEN02225,Hemani Roy,73,Male,2277952642,375747142074,Maharashtra,Aurangabad,Phusro,Shopkeeper,7808,93696,7,No,None,No,Yes,Yes,Yes,36.667575,70.740521
BEN02226,Yagnesh Sarma,61,Female,6814395389,229627763453,Maharashtra,Pune,Maheshtala,Shopkeeper,15002,180024,2,No,None,No,No,No,No,10.844262,96.039274
BEN02227,Aarna Varkey,48,Female,9399313891,683899474617,Madhya Pradesh,Jabalpur,Danapur,Electrician,14579,174948,8,No,None,Yes,No,Yes,Yes,30.889253,75.320188
BEN02228,Zayyan Kala,70,Female,5157248376,373257264823,Madhya Pradesh,Gwalior,Panipat,Homemaker,48824,585888,6,No,None,No,No,Yes,No,35.029474,72.840677
BEN02229,Jagvi Seshadri,43,Male,2615753753,634621383978,Rajasthan,Udaipur,Ratlam,Tailor,30338,364056,7,Yes,PHH,No,No,Yes,No,21.375264,83.070336
BEN02230,Raghav Mannan,44,Female,5336970028,714162612799,Maharashtra,Aurangabad,Davanagere,Homemaker,58724,704688,2,Yes,AAY,No,Yes,Yes,No,18.035334,90.458463
BEN02231,Zashil Vaidya,87,Female,0824439778,226297990022,Madhya Pradesh,Ujjain,Hubli–Dharwad,Farmer,26482,317784,7,No,None,No,Yes,Yes,No,27.707729,82.210247
BEN02232,Krish Kashyap,22,Male,1184151989,379051842455,Maharashtra,Mumbai,Jamshedpur,Teacher,12829,153948,2,Yes,PHH,No,No,No,No,13.319432,73.76548
BEN02233,Hardik Pai,38,Male,2739000738,606056748788,Rajasthan,Udaipur,Pondicherry,Mechanic,37281,447372,1,Yes,PHH,No,No,Yes,No,31.758909,91.87611
BEN02234,Rushil Narayan,57,Male,0455861053,740107190269,Gujarat,Ahmedabad,Nandyal,Mason,47908,574896,8,Yes,PHH,No,Yes,Yes,No,27.322895,79.22603
BEN02235,Upma Andra,23,Male,3774139974,395905229890,Rajasthan,Jaipur,Delhi,Homemaker,28384,340608,8,Yes,PHH,No,No,Yes,No,24.411217,96.446558
BEN02236,Kritika Hayre,78,Male,7682919761,467998340651,Maharashtra,Aurangabad,Sambalpur,Mason,50714,608568,6,No,None,No,Yes,No,No,21.540248,71.437805
BEN02237,Tanmayi Lal,30,Female,7720790277,707773890510,Maharashtra,Aurangabad,Bongaigaon,Homemaker,68422,821064,4,No,None,No,No,Yes,No,20.296305,77.86962
BEN02238,Eiravati Prashad,71,Male,0103633077,752107428549,Gujarat,Bhavnagar,Ratlam,Mason,7578,90936,6,No,None,No,No,Yes,Yes,32.997781,91.717887
BEN02239,Nathaniel Basu,42,Female,4597135797,984269431127,Maharashtra,Pune,Hubli–Dharwad,Tailor,38888,466656,5,No,None,Yes,No,Yes,Yes,32.350056,87.077734
BEN02240,Kai Kapur,68,Female,5101827069,482588414354,Maharashtra,Aurangabad,Bihar Sharif,Retired,46880,562560,8,No,None,No,No,No,No,15.687254,80.835943
BEN02241,Veer Saha,53,Female,3621788489,811248799489,Maharashtra,Pune,Tirunelveli,Shopkeeper,36127,433524,6,No,None,No,Yes,Yes,No,14.998788,82.359495
BEN02242,Jackson Malhotra,52,Female,6469078516,946248307522,Madhya Pradesh,Ujjain,Hapur,Mechanic,44264,531168,4,No,None,No,No,Yes,No,31.627506,76.110074
BEN02243,Neel Rajan,18,Female,8468828524,519192397040,Rajasthan,Udaipur,Farrukhabad,Nurse,33090,397080,4,Yes,AAY,No,No,Yes,No,25.607715,75.182565
BEN02244,Teerth Divan,23,Female,0098426934,294211649727,Maharashtra,Aurangabad,Bhavnagar,Shopkeeper,6824,81888,8,Yes,AAY,No,No,No,Yes,8.037931,93.517425
BEN02245,Aashi Kuruvilla,58,Male,3258805296,612795765664,Maharashtra,Mumbai,Kavali,Homemaker,9014,108168,3,No,None,No,No,Yes,No,20.524556,73.860639
BEN02246,Charan Chaudry,52,Female,3790226469,465550934450,Maharashtra,Nashik,Hosur,Mechanic,59607,715284,1,Yes,AAY,No,No,No,No,24.540914,81.761574
BEN02247,Dakshesh Manda,24,Female,6895085396,756588196544,Gujarat,Surat,Farrukhabad,Mason,12150,145800,1,No,None,Yes,No,Yes,Yes,31.321627,71.195075
BEN02248,Hardik Handa,68,Female,8703372717,388137308761,Maharashtra,Mumbai,Chittoor,Electrician,37389,448668,8,No,None,No,No,Yes,No,33.02822,68.63011
BEN02249,Neelima Wadhwa,59,Female,3094332198,931800653049,Maharashtra,Pune,Bally,Farmer,51654,619848,5,No,None,No,No,No,No,35.429276,94.427258
BEN02250,Chandani Reddy,22,Male,0650970857,695710238701,Uttar Pradesh,Varanasi,Panihati,Mason,64255,771060,1,No,None,No,No,Yes,No,9.753414,70.470697
BEN02251,Darpan Pant,41,Male,7721417981,214556105221,Madhya Pradesh,Bhopal,Bhubaneswar,Teacher,55314,663768,2,No,None,No,Yes,Yes,No,18.55355,86.693627
BEN02252,Tanvi Dhingra,81,Female,1954149881,928081052930,Uttar Pradesh,Kanpur,Siwan,Homemaker,68607,823284,8,Yes,PHH,No,No,No,No,9.918007,69.301233
BEN02253,Raagini Shenoy,33,Male,3133706223,318910124673,Rajasthan,Kota,Jalandhar,Mason,59009,708108,5,Yes,PHH,Yes,No,Yes,Yes,23.396334,75.798234
BEN02254,Jagrati Bali,50,Female,6573840301,244397621126,Madhya Pradesh,Bhopal,Jaunpur,Farmer,63612,763344,4,No,None,No,No,Yes,No,33.171324,93.451586
BEN02255,Nidra Sarraf,83,Male,6580540857,194266900589,Rajasthan,Jodhpur,Ambala,Mechanic,4296,51552,4,Yes,PHH,No,No,Yes,Yes,36.594816,75.12543
BEN02256,Keya Chakraborty,84,Female,6568639033,747433825534,Rajasthan,Ajmer,Hapur,Retired,68873,826476,5,No,None,No,No,Yes,No,24.603543,77.148072
BEN02257,Balendra Babu,43,Male,4425393245,159189966113,Uttar Pradesh,Lucknow,Bulandshahr,Shopkeeper,7413,88956,8,No,None,No,Yes,Yes,Yes,12.480937,85.9601
BEN02258,Hemangini Gola,38,Male,7204772681,284217731020,Madhya Pradesh,Indore,Bikaner,Electrician,7949,95388,3,No,None,No,No,Yes,No,8.618593,85.411519
BEN02259,Odika Bali,69,Female,4497769810,168039101108,Uttar Pradesh,Agra,Srikakulam,Mechanic,37699,452388,1,No,None,Yes,No,Yes,Yes,18.243368,91.347733
BEN02260,Hredhaan Sankar,44,Male,9022979447,830481105963,Uttar Pradesh,Varanasi,Bhilai,Farmer,6375,76500,2,Yes,PHH,No,No,Yes,Yes,8.637758,71.712662
BEN02261,Abeer Mittal,22,Female,1765379460,415811894515,Gujarat,Surat,Bhopal,Farmer,19556,234672,1,Yes,AAY,No,No,Yes,No,34.37676,78.051114
BEN02262,Arin Gera,84,Female,3652119053,801494896210,Rajasthan,Jodhpur,Delhi,Nurse,61125,733500,8,No,None,No,No,Yes,No,12.360467,92.099803
BEN02263,Yatin Goyal,85,Male,6847475580,744809900338,Maharashtra,Pune,Jalandhar,Student,52118,625416,2,No,None,No,No,Yes,No,33.239854,80.661133
BEN02264,Vedant Mishra,82,Female,9421658305,156881165453,Maharashtra,Mumbai,Raiganj,Shopkeeper,27204,326448,6,Yes,AAY,No,No,Yes,No,34.252647,85.16071
BEN02265,Owen Chokshi,72,Female,3193685228,707791554125,Gujarat,Ahmedabad,Satara,Farmer,42758,513096,5,No,None,No,Yes,No,No,31.912158,90.104004
BEN02266,Daksha Anand,32,Female,8655812526,754608735837,Maharashtra,Aurangabad,Suryapet,Shopkeeper,6991,83892,3,No,None,No,No,Yes,No,8.776103,95.050519
BEN02267,Radha Sethi,63,Male,5355251499,464109993619,Maharashtra,Nagpur,Indore,Driver,51269,615228,6,No,None,Yes,Yes,No,Yes,27.257368,80.952464
BEN02268,Joshua Aurora,75,Female,5027917304,417189888436,Maharashtra,Nashik,Sonipat,Driver,67639,811668,5,Yes,AAY,No,No,No,No,14.287928,80.973944
BEN02269,Gaurika Dugal,79,Female,8516660393,724104015271,Gujarat,Surat,Ambarnath,Homemaker,8051,96612,1,No,None,No,No,No,Yes,36.51491,83.875156
BEN02270,Manya Parmar,51,Male,3055313905,474611329079,Rajasthan,Ajmer,Davanagere,Labourer,60196,722352,7,Yes,PHH,No,No,Yes,No,12.467102,78.556397
BEN02271,Avi Thaker,75,Female,5105211781,261021841808,Madhya Pradesh,Bhopal,Bardhaman,Driver,61556,738672,5,No,None,No,No,Yes,No,34.426731,96.58617
BEN02272,Aryan Salvi,64,Male,9149947441,155057718113,Rajasthan,Ajmer,Nizamabad,Labourer,11225,134700,5,No,None,No,No,Yes,Yes,22.396655,94.937777
BEN02273,Jonathan Sawhney,54,Female,7225820625,237259506624,Madhya Pradesh,Indore,Gangtok,Shopkeeper,47091,565092,4,No,None,No,No,Yes,No,34.785331,91.241183
BEN02274,Geetika Oommen,45,Male,9170277683,107553247992,Rajasthan,Udaipur,Amritsar,Student,51891,622692,8,No,None,No,No,Yes,No,31.790793,85.770082
BEN02275,Warhi Kibe,29,Male,4143277773,454588872519,Maharashtra,Aurangabad,Pudukkottai,Shopkeeper,68895,826740,7,No,None,Yes,No,Yes,Yes,34.410813,87.734284
BEN02276,Tamanna Buch,76,Male,8303857973,140459596805,Uttar Pradesh,Lucknow,Mumbai,Electrician,32237,386844,7,No,None,No,No,Yes,No,33.239873,87.37866
BEN02277,Suhani Parmar,84,Female,2266440347,147988578199,Gujarat,Bhavnagar,Bihar Sharif,Labourer,6203,74436,2,Yes,AAY,No,No,Yes,Yes,11.132779,92.395351
BEN02278,Frederick Dhaliwal,54,Male,1945617751,830154915508,Uttar Pradesh,Varanasi,Madhyamgram,Tailor,7322,87864,4,No,None,No,No,No,No,15.046819,85.03563
BEN02279,Jalsa Toor,89,Female,1743610610,947879003510,Uttar Pradesh,Prayagraj,Solapur,Mason,25224,302688,2,No,None,No,No,Yes,No,23.072261,89.828026
BEN02280,Warhi Gade,69,Male,0514328883,578479790443,Rajasthan,Ajmer,Faridabad,Driver,38778,465336,3,No,None,No,No,Yes,No,16.524439,89.542878
BEN02281,Chameli Suresh,53,Male,8853022977,363738759270,Maharashtra,Nashik,Thanjavur,Mechanic,57136,685632,5,Yes,AAY,Yes,No,Yes,Yes,22.352236,91.792498
BEN02282,Darsh Singh,59,Male,2667646619,383252545953,Rajasthan,Udaipur,Sangli-Miraj & Kupwad,Tailor,65176,782112,8,No,None,No,No,Yes,No,23.267761,87.248791
BEN02283,Luke Chowdhury,45,Female,0629372820,271547644046,Rajasthan,Udaipur,Karaikudi,Driver,35679,428148,2,No,None,No,No,Yes,No,13.683542,76.095314
BEN02284,Rachita Konda,19,Female,7688156176,731957644799,Rajasthan,Udaipur,Madurai,Retired,38162,457944,7,Yes,AAY,No,No,Yes,No,36.60424,73.27979
BEN02285,Girindra Vaidya,35,Female,9112885235,529416192355,Uttar Pradesh,Kanpur,Alwar,Nurse,53293,639516,8,Yes,PHH,No,No,Yes,No,24.181917,75.825401
BEN02286,Shaurya Chander,83,Female,7500569843,457898346526,Madhya Pradesh,Bhopal,Pune,Electrician,67479,809748,5,No,None,No,No,Yes,No,9.492275,75.699365
BEN02287,Chaaya Sundaram,59,Female,3381727440,911103412327,Gujarat,Vadodara,Ranchi,Farmer,55349,664188,6,No,None,No,No,Yes,No,33.714079,77.7824
BEN02288,Damini Pillai,79,Female,7722797579,379634028787,Uttar Pradesh,Varanasi,Udupi,Driver,37227,446724,5,No,None,No,No,No,No,21.539872,78.661706
BEN02289,Gaurangi Brar,42,Female,3678967634,507444043363,Rajasthan,Kota,Siliguri,Mason,36186,434232,3,Yes,PHH,No,Yes,Yes,No,15.25174,88.745407
BEN02290,Rajeshri Agarwal,49,Female,8891347518,358133039424,Uttar Pradesh,Lucknow,Raebareli,Mechanic,13855,166260,2,No,None,No,No,Yes,No,17.869611,78.847919
BEN02291,Vritti Borra,88,Female,1390962123,552789686850,Uttar Pradesh,Agra,Kozhikode,Nurse,9509,114108,2,No,None,No,No,No,Yes,24.316984,93.172916
BEN02292,Anya Krishna,80,Male,0671035094,264770537886,Uttar Pradesh,Kanpur,Silchar,Nurse,39588,475056,3,Yes,AAY,No,Yes,Yes,No,31.880743,69.253315
BEN02293,Chanakya Cherian,28,Female,3889236838,465162112103,Uttar Pradesh,Prayagraj,Danapur,Mechanic,48819,585828,8,No,None,No,No,Yes,No,19.786447,85.925903
BEN02294,Hiral Grewal,20,Male,0433886323,630976117323,Uttar Pradesh,Varanasi,Gwalior,Farmer,49051,588612,7,Yes,AAY,No,No,Yes,No,17.051226,93.153056
BEN02295,Nitara Sampath,33,Male,9825027883,470601993628,Rajasthan,Kota,Miryalaguda,Labourer,8262,99144,7,Yes,AAY,No,Yes,No,Yes,19.64215,85.042545
BEN02296,Aarav Jha,32,Female,7370847479,293647141519,Uttar Pradesh,Varanasi,Hosur,Driver,61590,739080,4,No,None,No,No,Yes,No,20.860621,75.218412
BEN02297,Chatresh Dash,70,Female,5263624769,375503021332,Rajasthan,Ajmer,Moradabad,Shopkeeper,55185,662220,1,Yes,PHH,No,Yes,Yes,No,22.795584,80.137078
BEN02298,Lajita Subramaniam,60,Female,3134352430,598834567364,Rajasthan,Kota,Surendranagar Dudhrej,Retired,22633,271596,7,No,None,No,Yes,Yes,No,33.857767,89.674302
BEN02299,Eiravati Nayak,18,Male,2801260005,864861644925,Maharashtra,Mumbai,Ambattur,Labourer,49693,596316,7,No,None,Yes,No,Yes,Yes,30.40544,96.172666
BEN02300,Jackson Bassi,67,Female,9468963367,791561452062,Gujarat,Ahmedabad,Jodhpur,Electrician,29556,354672,3,No,None,No,No,Yes,No,30.04698,94.652258
BEN02301,Ubika Jayaraman,85,Female,9191052320,219660735943,Maharashtra,Nagpur,Bhilwara,Mason,44900,538800,2,No,None,No,No,Yes,No,24.868769,73.462019
BEN02302,Yuvraj Saraf,22,Male,5248364429,137455310849,Gujarat,Surat,Machilipatnam,Nurse,38574,462888,3,Yes,PHH,No,No,No,No,11.200696,68.711945
BEN02303,Divya Chakraborty,26,Female,3022354009,320832819951,Maharashtra,Mumbai,Aurangabad,Tailor,42948,515376,1,No,None,Yes,No,Yes,Yes,30.465993,88.978745
BEN02304,Qabil Sandhu,58,Female,8019164807,594923200141,Uttar Pradesh,Lucknow,Orai,Labourer,51274,615288,5,Yes,PHH,No,Yes,Yes,No,19.762993,96.734762
BEN02305,Chanchal Soni,36,Male,7787110624,287356777392,Rajasthan,Jaipur,Gandhidham,Driver,63610,763320,1,No,None,No,No,Yes,No,17.889262,88.30206
BEN02306,Odika Narayanan,45,Female,4082435339,486705154954,Gujarat,Surat,Ajmer,Mason,15128,181536,8,No,None,No,No,Yes,No,18.979144,80.889045
BEN02307,Vaishnavi Deshpande,81,Male,2751297373,515643106177,Gujarat,Ahmedabad,Bijapur,Shopkeeper,34323,411876,1,No,None,Yes,Yes,Yes,Yes,33.881919,85.100196
BEN02308,Chaitaly Agate,42,Male,9231096213,895675762816,Gujarat,Bhavnagar,Karnal,Farmer,12651,151812,8,No,None,No,No,Yes,No,23.054833,88.688244
BEN02309,Nachiket Morar,67,Female,4231156258,520865861159,Maharashtra,Mumbai,Gandhidham,Shopkeeper,41799,501588,6,No,None,No,No,Yes,No,21.545453,87.254458
BEN02310,Zaitra Bhattacharyya,51,Female,6022532184,551659255573,Maharashtra,Mumbai,Ongole,Nurse,26583,318996,1,No,None,No,No,Yes,No,13.286346,71.209124
BEN02311,Varsha Gaba,67,Male,9579731610,744258957542,Madhya Pradesh,Bhopal,Begusarai,Homemaker,18896,226752,7,No,None,No,No,Yes,No,33.698384,90.850476
BEN02312,Triveni Kala,53,Male,8783607018,837885115253,Madhya Pradesh,Ujjain,Udupi,Retired,11813,141756,8,Yes,PHH,No,No,Yes,No,12.874565,68.699573
BEN02313,Finn Majumdar,77,Female,9530014833,820040441902,Gujarat,Vadodara,Navi Mumbai,Labourer,67980,815760,1,Yes,AAY,No,No,Yes,No,11.050255,77.739695
BEN02314,Saumya Raju,57,Female,5670233412,752794180364,Gujarat,Vadodara,Kakinada,Nurse,6692,80304,8,No,None,No,No,Yes,No,31.14655,87.889554
BEN02315,Onkar Dara,22,Female,0259811554,772893467135,Uttar Pradesh,Kanpur,Jamalpur,Mechanic,18745,224940,4,Yes,PHH,No,No,No,No,16.186964,83.388758
BEN02316,Dev Sura,23,Male,4390950806,706108566504,Uttar Pradesh,Agra,Rourkela,Retired,68010,816120,6,Yes,PHH,No,No,No,No,21.713627,78.530078
BEN02317,Warjas Khatri,80,Female,6534656026,469131494043,Uttar Pradesh,Lucknow,Giridih,Homemaker,37359,448308,8,No,None,No,No,Yes,No,34.926727,87.333365
BEN02318,Saksham Sarraf,45,Male,3428575122,321670280329,Gujarat,Rajkot,Loni,Driver,51869,622428,7,No,None,No,No,Yes,No,30.417617,92.428249
BEN02319,Zansi Sidhu,50,Female,4031557470,788109112288,Madhya Pradesh,Jabalpur,Aurangabad,Electrician,19133,229596,3,Yes,AAY,No,No,Yes,No,18.717267,87.669071
BEN02320,Nilima Balay,89,Female,7322719728,294697236218,Madhya Pradesh,Bhopal,Tumkur,Shopkeeper,31409,376908,1,Yes,PHH,No,Yes,No,No,14.732141,77.553297
BEN02321,Shaurya Dey,24,Male,8439806013,917290970988,Rajasthan,Jodhpur,Naihati,Homemaker,39276,471312,8,Yes,PHH,No,Yes,Yes,No,32.780315,85.087779
BEN02322,Abhiram Khurana,75,Male,3528503634,723819497288,Maharashtra,Mumbai,Sikar,Shopkeeper,24653,295836,3,Yes,PHH,No,No,Yes,No,34.264298,68.234172
BEN02323,Kabir Bail,65,Male,6213756683,834978594059,Maharashtra,Nashik,Raurkela Industrial Township,Homemaker,44453,533436,6,No,None,No,No,Yes,No,10.28745,76.719012
BEN02324,Jason Badal,56,Female,8654186553,273771916896,Maharashtra,Pune,Alwar,Shopkeeper,30052,360624,6,Yes,PHH,No,Yes,Yes,No,8.91807,85.040704
BEN02325,Azaan Sandhu,52,Male,4422552722,319889780574,Madhya Pradesh,Ujjain,Bhalswa Jahangir Pur,Tailor,27654,331848,7,No,None,No,No,Yes,No,13.407146,85.742528
BEN02326,Siya Chander,70,Female,3783797326,806862323357,Gujarat,Ahmedabad,Mango,Mechanic,63373,760476,1,No,None,No,No,Yes,No,15.896007,90.446311
BEN02327,Ijaya Sachdeva,31,Male,8488353164,265719321556,Maharashtra,Nagpur,Kirari Suleman Nagar,Homemaker,11841,142092,1,Yes,PHH,No,No,Yes,No,13.59559,76.073748
BEN02328,Ekansh Sankar,31,Male,2502349849,368805783797,Madhya Pradesh,Gwalior,Amritsar,Driver,69182,830184,7,No,None,No,No,Yes,No,30.117164,93.017132
BEN02329,Bina Nadig,59,Male,2724318361,415302294690,Maharashtra,Nashik,Jalgaon,Mason,43197,518364,2,Yes,PHH,No,No,No,No,18.713507,69.543108
BEN02330,Qasim Ganesh,41,Female,3138791934,784572201014,Uttar Pradesh,Varanasi,Sagar,Electrician,46820,561840,6,Yes,AAY,No,Yes,Yes,No,17.908795,75.269153
BEN02331,Ekta Vyas,49,Female,8447359802,984555734187,Uttar Pradesh,Kanpur,Bilaspur,Electrician,3519,42228,8,No,None,Yes,No,Yes,Yes,16.00965,79.107722
BEN02332,Advay Khatri,51,Female,6171989650,494165429205,Gujarat,Rajkot,Ujjain,Labourer,9499,113988,1,No,None,No,No,Yes,No,9.492669,84.764606
BEN02333,Sudiksha Srinivasan,42,Female,9541952785,539538165118,Madhya Pradesh,Jabalpur,Nangloi Jat,Driver,20493,245916,2,Yes,AAY,No,Yes,Yes,No,16.44089,71.094128
BEN02334,Aarini Mandal,83,Male,0627448538,577587731184,Madhya Pradesh,Jabalpur,Naihati,Teacher,47228,566736,7,Yes,PHH,No,No,No,No,11.533546,74.331626
BEN02335,Laksh Barad,19,Male,9186642417,900466843204,Rajasthan,Kota,Hospet,Mason,47635,571620,2,Yes,AAY,No,No,Yes,No,26.757113,70.868213
BEN02336,Ganga Palla,39,Male,8050196839,813405423907,Rajasthan,Udaipur,Navi Mumbai,Homemaker,46148,553776,3,No,None,No,Yes,Yes,No,33.020823,86.650626
BEN02337,Patrick Bhasin,52,Male,1090395176,308654153684,Maharashtra,Pune,Muzaffarnagar,Nurse,41036,492432,2,Yes,PHH,No,No,Yes,No,28.394898,94.137134
BEN02338,Nikita Manne,54,Male,5526756945,156488040432,Gujarat,Ahmedabad,Rajahmundry,Labourer,57026,684312,6,Yes,AAY,No,No,No,No,21.056513,93.810856
BEN02339,Nidhi Seshadri,56,Female,5912278794,235720356132,Gujarat,Bhavnagar,Bhubaneswar,Driver,60126,721512,7,No,None,No,No,Yes,No,21.437182,95.245372
BEN02340,Zayyan Shukla,76,Female,3028142011,819663631119,Uttar Pradesh,Varanasi,Medininagar,Electrician,16340,196080,7,Yes,PHH,No,No,Yes,No,31.081006,88.860369
BEN02341,Jatin Kothari,30,Male,5957206761,418840430098,Madhya Pradesh,Gwalior,Chapra,Student,11078,132936,6,No,None,No,No,No,No,30.257574,93.729129
BEN02342,Ekapad Chacko,50,Male,2822941524,275150305685,Uttar Pradesh,Prayagraj,Singrauli,Tailor,19434,233208,3,No,None,No,No,Yes,No,21.821794,70.36852
BEN02343,Yagnesh Prashad,58,Male,2931889179,317891168673,Madhya Pradesh,Bhopal,Amaravati,Tailor,36179,434148,3,Yes,PHH,No,No,No,No,8.859497,90.40998
BEN02344,Chandani Yogi,81,Female,2411071788,814892244002,Gujarat,Bhavnagar,Ahmedabad,Mason,54791,657492,8,Yes,PHH,No,No,No,No,33.034484,70.176124
BEN02345,Shivani Kumar,55,Male,1543781780,932381396598,Maharashtra,Pune,Gudivada,Labourer,5682,68184,4,No,None,No,No,Yes,No,8.541431,87.523213
BEN02346,Gunbir Roy,36,Female,7735969956,836984651246,Gujarat,Vadodara,Udaipur,Nurse,63548,762576,3,Yes,PHH,No,No,No,No,31.513861,96.674839
BEN02347,Madhavi Arora,40,Female,6008434212,662331072928,Uttar Pradesh,Prayagraj,Kochi,Labourer,59937,719244,4,No,None,No,Yes,Yes,No,31.343198,72.908525
BEN02348,Radhika Contractor,66,Male,4520333536,487544559043,Gujarat,Surat,Bidar,Nurse,24811,297732,8,No,None,No,Yes,No,No,34.63981,75.951719
BEN02349,Advaith Taneja,28,Female,9626823642,440373780511,Rajasthan,Jodhpur,Bathinda,Retired,33836,406032,2,No,None,No,No,Yes,No,10.345374,73.543906
BEN02350,Avi Goel,62,Male,2336275426,734188954762,Rajasthan,Jaipur,Khandwa,Mechanic,64509,774108,1,No,None,No,No,Yes,No,34.169211,84.423929
BEN02351,Mekhala Master,69,Male,1770899826,493327955272,Gujarat,Bhavnagar,Kolhapur,Electrician,48416,580992,8,Yes,AAY,No,No,Yes,No,23.858187,68.333058
BEN02352,Amara Konda,50,Female,0973017674,878200521258,Madhya Pradesh,Ujjain,Aligarh,Labourer,50054,600648,5,No,None,No,No,Yes,No,13.68819,92.537122
BEN02353,Dhruv Gola,26,Female,8249902896,752946310240,Madhya Pradesh,Indore,Kumbakonam,Nurse,41554,498648,2,No,None,No,No,Yes,No,28.415981,94.585203
BEN02354,Aayush Bedi,57,Female,3754202358,468737983656,Rajasthan,Ajmer,Dharmavaram,Shopkeeper,17058,204696,4,No,None,No,No,Yes,No,29.289904,68.284676
BEN02355,Zinal Mishra,26,Female,6816191125,965445909705,Madhya Pradesh,Indore,Karaikudi,Tailor,34110,409320,8,No,None,No,Yes,Yes,No,33.119006,82.119069
BEN02356,Tejas Baral,43,Male,2791239963,913652006089,Rajasthan,Jaipur,Raiganj,Shopkeeper,31374,376488,2,Yes,AAY,Yes,Yes,No,Yes,35.391485,76.909016
BEN02357,Hritik Shetty,33,Male,0068441457,435384029799,Maharashtra,Pune,Kirari Suleman Nagar,Mason,24132,289584,8,No,None,No,No,No,No,33.843286,74.306267
BEN02358,Agastya Pall,48,Male,5212261650,125882963034,Gujarat,Surat,Pali,Mechanic,5116,61392,7,Yes,PHH,No,No,Yes,Yes,36.16138,93.769984
BEN02359,Radha Chatterjee,30,Male,9386231419,873419683529,Uttar Pradesh,Prayagraj,Karimnagar,Driver,34910,418920,7,Yes,AAY,No,No,Yes,No,9.963946,72.438912
BEN02360,Advika Sarma,87,Male,1799205211,302686207061,Maharashtra,Mumbai,Durg,Student,61686,740232,1,Yes,PHH,No,No,Yes,No,20.922838,90.983677
BEN02361,Harrison Varkey,90,Female,6723004204,435887620127,Madhya Pradesh,Indore,Asansol,Retired,4408,52896,4,No,None,No,No,Yes,Yes,22.371691,74.17831
BEN02362,Yauvani Buch,31,Male,4597760982,233999877324,Maharashtra,Pune,Mahbubnagar,Labourer,56917,683004,6,Yes,AAY,Yes,Yes,No,Yes,8.347621,76.476583
BEN02363,Eiravati Baral,64,Female,8835433637,930746589831,Uttar Pradesh,Agra,Bangalore,Retired,62665,751980,5,Yes,AAY,No,No,No,No,14.728622,95.842803
BEN02364,Balendra Chaudhry,28,Female,2411878974,601751700548,Rajasthan,Jodhpur,Katihar,Homemaker,52515,630180,2,No,None,No,No,No,No,24.075153,88.744115
BEN02365,Chasmum Tandon,78,Female,3379708802,347277419456,Rajasthan,Ajmer,Bhagalpur,Homemaker,51636,619632,2,Yes,AAY,No,No,Yes,No,23.574299,83.457901
BEN02366,Nitesh Sood,38,Male,8919489595,809032504246,Gujarat,Vadodara,Tinsukia,Nurse,39403,472836,8,Yes,PHH,No,Yes,Yes,No,22.53745,94.952389
BEN02367,Kalpit Prakash,53,Male,9957559482,219380158604,Rajasthan,Jodhpur,Nagaon,Retired,7013,84156,8,No,None,No,No,Yes,No,9.161453,86.164978
BEN02368,Lila Nagi,58,Female,6079410693,758442823684,Maharashtra,Nashik,Sri Ganganagar,Nurse,28258,339096,2,No,None,No,No,Yes,No,12.066064,78.489216
BEN02369,Aashi Mitra,41,Female,1847496009,614274580325,Uttar Pradesh,Kanpur,Kalyan-Dombivli,Mason,13636,163632,6,Yes,PHH,No,No,Yes,No,8.244562,96.336513
BEN02370,Balhaar Issac,43,Female,7110506832,594075905929,Madhya Pradesh,Indore,Bhiwandi,Mechanic,39582,474984,3,Yes,PHH,No,No,Yes,No,14.35232,77.268705
BEN02371,Dev Saini,70,Female,3451960857,598382418023,Gujarat,Bhavnagar,Nizamabad,Labourer,64339,772068,3,No,None,No,Yes,No,No,30.106294,68.907224
BEN02372,Mekhala Batra,53,Male,7422311091,639742812842,Uttar Pradesh,Lucknow,Khora ,Tailor,43678,524136,8,No,None,Yes,Yes,Yes,Yes,11.06385,80.8642
BEN02373,Krishna Choudhary,53,Male,8555449699,421132947716,Gujarat,Ahmedabad,Amaravati,Teacher,6012,72144,5,No,None,No,Yes,Yes,Yes,12.319111,80.568707
BEN02374,Pahal Kale,25,Female,9455455568,608207587188,Maharashtra,Nashik,Sasaram,Mechanic,57319,687828,8,Yes,PHH,No,No,Yes,No,8.399612,75.023438
BEN02375,Ekavir Naidu,55,Male,0046852631,846512022853,Madhya Pradesh,Indore,Sasaram,Retired,6820,81840,8,Yes,PHH,No,No,Yes,Yes,33.872121,85.420858
BEN02376,Vedant Varma,25,Female,5495769410,730679358029,Madhya Pradesh,Bhopal,Raichur,Homemaker,32829,393948,2,No,None,No,No,Yes,No,24.629054,75.572532
BEN02377,Nidhi Sundaram,77,Male,5534932888,191257148134,Uttar Pradesh,Agra,Kalyan-Dombivli,Mechanic,40029,480348,2,Yes,PHH,No,Yes,Yes,No,36.350305,75.106769
